cipcode,label,cip_level,CIPFamily,CIPDefinition
51.0803,Occupational Therapist Assistant,6,51,"A program that prepares individuals, under the supervision of occupational therapists, to direct patient participation in skill-enhancing, learning, and motivational tasks; correct or diminish pathologies; and to provide direct health education and promotion services.  Includes instruction in human life span development, occupational therapy principles and practice skills, treatment planning and implementation, record-keeping and documentation, patient education and intervention, activity and program direction, and assistive services management."
51.0805,Pharmacy Technician/Assistant,6,51,"A program that prepares individuals, under the supervision of pharmacists, to prepare medications, provide medications and related assistance to patients, and manage pharmacy clinical and business operations.  Includes instruction in medical and pharmaceutical terminology, principles of pharmacology and pharmaceutics, drug identification, pharmacy laboratory procedures, prescription interpretation, patient communication and education, safety procedures, record-keeping, measurement and testing techniques, pharmacy business operations, prescription preparation, logistics and dispensing operations, and applicable standards and regulations."
51.0806,Physical Therapy Technician/Assistant,6,51,"A program that prepares individuals, under the supervision of a physical therapist, to implement physical therapy treatment care plans, train patients, conduct treatment interventions, use equipment, and observe and record patient progress.  Includes instruction in applied anatomy and physiology, applied kinesiology, principles and procedures of physical therapy, basic neurology and orthopedics, physical therapy modalities, documentation skills, psychosocial aspects of health care, wound and injury care, electrotherapy, working with orthotics and prostheses, and personal and professional ethics."
51.0808,Veterinary/Animal Health Technology/Technician and Veterinary Assistant,6,51,"A program that prepares individuals, under the supervision of veterinarians, laboratory animal specialists, and zoological professionals, to provide patient management, care, and clinical procedures assistance as well as owner communication.  Includes instruction in animal nursing care, animal health and nutrition, animal handling, clinical pathology, radiology, anesthesiology, dental prophylaxis, surgical assisting, clinical laboratory procedures, office administration skills, patient and owner management, and applicable standards and regulations."
51.0809,Anesthesiologist Assistant,6,51,"A program that prepares individuals to assist anesthesiologists and nurse anesthetists in developing and implementing patient anesthesia care plans, including preoperative, surgical theater, recovery room, and postoperative/intensive care procedures.  Includes instruction in patient data collection, catheter insertion, airway management and drug administration, assisting the administration and monitoring of regional and peripheral nerve blockades, support therapy, adjusting anesthetic levels during surgery, interoperative monitoring, postoperative procedures, pain clinics and patient education, and administrative tasks."
51.0810,Emergency Care Attendant (EMT Ambulance),6,51,"A program that prepares individuals to assist licensed EMTs, under the supervision of a physician, to prepare and transport ill or injured patients, and to operate emergency vehicles and equipment such as life support units.  Includes instruction in first aid and emergency medicine field techniques, patient stabilization and care, medical field communications, equipment operation and maintenance, emergency vehicle operation, and applicable standards and regulations."
51.0811,Pathology/Pathologist Assistant,6,51,"A program that prepares individuals, under the supervision of pathologists, to assist in the performance of autopsies, obtaining and preparing surgical specimens, preparing autopsy reports, and interacting with other clinicians, officials, and individuals.  Includes instruction in anatomy; physiology; medical terminology; general, systemic, forensic, and pediatric pathology; autopsy procedures; surgical technique; medical photography; tissue preparation; record keeping and laboratory administration; interpersonal skills; and applicable standards and regulations."
51.0812,Respiratory Therapy Technician/Assistant,6,51,"A program that prepares individuals to administer general respiratory care procedures under the supervision of respiratory therapists in a variety of clinical settings.  Includes instruction in patient data collection and monitoring, airway management, installation of nebulizers and other respiratory assistance devices, application and monitoring of breathing gases, equipment operation and maintenance, safety and sanitation procedures, and applicable regulations."
51.0813,Chiropractic Assistant/Technician,6,51,"A program that prepares individuals, under the supervision of a chiropractor, to provide patient management, examination, and treatment services.  Includes instruction in the principles and procedures of chiropractic, radiographic X-Ray procedures and techniques, X-Ray film analysis and media studies, orthopedic and neurological testing, clinical laboratory procedures, patient management and education, office administrative skills, and applicable law and regulations."
51.0814,Radiologist Assistant,6,51,"A program that prepares individuals, under the supervision of a physician, to perform patient assessment, patient management, selected imaging procedures and to make initial observations of diagnostic images. Includes instruction in radiologic procedures and techniques, cross sectional anatomy, pharmacology, pathophysiology, patient assessment, patient care and management, and radiation biology."
51.0815,Lactation Consultant,6,51,"A program that prepares individuals to provide lactation management services and breastfeeding support to women, and to work as a Lactation Consultant in a variety of clinical settings. Includes instruction in anatomy and physiology of lactation, nutrition, breastfeeding techniques and technologies, common concerns and solutions, management of special situations, breastfeeding instruction, professional and legal concerns, and advocacy."
51.0816,Speech-Language Pathology Assistant,6,51,"A program that prepares individuals, under the supervision of speech-language pathologists, to assist in the provision of speech-language pathology services to individuals of all ages, including screenings and assessments, following treatment plans or protocols, documenting and reporting patient performance, performing checks and maintenance of equipment, and providing support in research projects.  Includes instruction in speech and language development, phonetics, childhood and adult communication disorders, speech and hearing screening, and clinical procedures in speech-language pathology."
51.0899,"Allied Health and Medical Assisting Services, Other",6,51,Any instructional program in allied health and medical assisting services not listed above.
51.0901,Cardiovascular Technology/Technologist,6,51,"A program that prepares individuals to perform invasive, noninvasive, and peripheral examinations of the cardiovascular system at the request of physicians to aid in diagnoses and therapeutic treatments.  Includes instruction in reviewing and recording patient histories and clinical data, patient care, investigative and examination procedures, diagnostic procedures, data analysis and documentation, physician consultation, equipment operation and monitoring, and professional standards and ethics."
51.0902,Electrocardiograph Technology/Technician,6,51,"A program that prepares individuals, under the supervision of physicians and nurses, to administer EKG and ECG diagnostic examinations and report results to the treatment team.  Includes instruction in basic anatomy and physiology, the cardiovascular system, medical terminology, cardiovascular medications and effects, patient care, EKG and ECG administration, equipment operation and maintenance, interpretation of cardiac rhythm, patient record management, and professional standards and ethics."
51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist,6,51,"A program that prepares individuals, under the supervision of a physician, to study and record electrical activity in the brain and nervous system for purposes of patient monitoring and supporting diagnoses.  Includes instruction in patient communication and care; taking and abstracting patient histories; application of recording electrodes; EEG, EP, and PSG equipment operation and procedural techniques; and data recording and documentation."
51.0904,Emergency Medical Technology/Technician (EMT Paramedic),6,51,"A program  that prepares individuals, under the remote supervision of physicians, to recognize, assess, and manage medical emergencies in prehospital settings and to supervise Ambulance personnel.  Includes instruction in basic, intermediate, and advanced EMT procedures; emergency surgical procedures; medical triage; rescue operations; crisis scene management and personnel supervision; equipment operation and maintenance; patient stabilization, monitoring, and care; drug administration; identification and preliminary diagnosis of diseases and injuries; communication and computer operations; basic anatomy, physiology, pathology, and toxicology; and professional standards and regulations."
51.0905,Nuclear Medical Technology/Technologist,6,51,"A program that prepares individuals, under the supervision of physicians, to employ radioactive and stable nuclides in diagnostic evaluations and therapeutic applications while monitoring for patient health and safety.  Includes instruction in nuclear physics, health physics, instrumentation and statistics, biochemistry, immunology, radiopharmacology, radiation biology, clinical nuclear medicine, radionuclide therapy, computer applications, safety regulations, equipment operation, quality control, laboratory procedures, taking patient histories, patient evaluation and monitoring, emergency first aid, administration and record-keeping, and personnel supervision."
51.0906,Perfusion Technology/Perfusionist,6,51,"A program that prepares individuals, under the supervision of physicians and nurses, to operate extracorporeal circulation and autotransfusion equipment during medical procedures and surgeries where the support or temporary replacement of a patient's own respiratory or circulatory system is required.  Includes instruction in equipment selection and operation, physician and medical team consultation, patient condition monitoring, procedural techniques, and principles of respiratory and circulatory physiology."
51.0907,Medical Radiologic Technology/Science - Radiation Therapist,6,51,"A program that prepares individuals to administer prescribed courses of radiation treatment, manage patients undergoing radiation therapy, and maintain pertinent records.  Includes instruction in applied anatomy and physiology, oncologic pathology, radiation biology, radiation oncology procedures and techniques, radiation dosimetry, tumor localization, treatment planning, patient communication and management, data collection, record-keeping, and applicable standards and regulations."
51.0908,Respiratory Care Therapy/Therapist,6,51,"A program that prepares individuals, under the supervision of physicians, to assist in developing respiratory care plans, administer respiratory care procedures, supervise personnel and equipment operation, maintain records, and consult with other health care team members.  Includes instruction in the applied basic biomedical sciences; anatomy, physiology, and pathology of the respiratory system; clinical medicine; therapeutic procedures; clinical expressions; data collection and record-keeping; patient communication; equipment operation and maintenance; personnel supervision; and procedures for special population groups."
51.0909,Surgical Technology/Technologist,6,51,"A program that prepares individuals, under the supervision of physicians and surgical nurses, to maintain, monitor, and enforce the sterile field and adherence to aseptic technique by preoperative, surgical team, and postoperative personnel.  Includes instruction in instrument and equipment sterilization and handling, surgical supplies management, wound exposure and closure, surgical computer and robot operation and monitoring, maintenance of hemostasis, and patient and team scrubbing."
51.0910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,6,51,"A program that prepares individuals, under the supervision of physicians, to utilize medical ultrasound techniques to gather sonographic data used to diagnose a variety of conditions and diseases.  Includes instruction in obtaining, reviewing, and integrating patient histories and data; patient instruction and care; anatomic, physiologic and pathologic data recording; sonographic data processing; sonography equipment operation; and professional standards and ethics."
51.0911,Radiologic Technology/Science - Radiographer,6,51,"A program that prepares individuals, under the supervision of physicians, to provide medical imaging services to patients and attending health care professionals.  Includes instruction in applied anatomy and physiology, patient positioning, radiographic technique, radiation biology, safety and emergency procedures, equipment operation and maintenance, quality assurance, patient education, and medical imaging/radiologic services management."
51.0912,Physician Assistant,6,51,"A program that prepares individuals to practice medicine, including diagnoses and treatment therapies, under the supervision of a physician.  Includes instruction in the basic medical and clinical sciences and specialized preparation in fields such as family medicine, pediatrics, obstetrics, gynecology, general surgery, psychiatry, and behavioral medicine; the delivery of health care services to homebound patients, rural populations, and underserved populations; and community health services."
51.0913,Athletic Training/Trainer,6,51,"A program that prepares individuals to work in consultation with, and under the supervision of physicians to prevent and treat sports injuries and associated conditions.  Includes instruction in the identification, evaluation, and treatment of athletic injuries and illnesses; first aid and emergency care; therapeutic exercise; anatomy and physiology; exercise physiology; kinesiology and biomechanics; nutrition; sports psychology; personal and community health; knowledge of various sports and their biomechanical and physiological demands; and applicable professional standards and regulations."
51.0914,Gene/Genetic Therapy,6,51,"A program that focuses on the application of genetics to the therapeutic treatment of diseases and inherited abnormalities through the targeted modification of gene expression, and prepares individuals to administer genetic therapies.  Includes instruction in medical genetics, genome analysis, pharmacology of gene transfer, viral vectors, nonviral therapeutic techniques, genetic screening, targeted gene delivery, vector production, safety and quality assurance, clinical trials management, and bioethics."
51.0915,Cardiopulmonary Technology/Technologist,6,51,"A program that prepares individuals, under the supervision of physicians and nurses, to perform both cardiovascular and pulmonary diagnostic and therapeutic procedures.  Includes instruction in cardiopulmonary pharmacology; anatomy and physiology of the heart, peripheral vascular system, and lungs; pulmonary and cardiovascular disease and dysfunction; peripheral vascular Doppler procedures; invasive and non-invasive cardiology; pulmonary function tests; blood gas analysis; echocardiograph procedures; bronchoscopy; patient management; patient history taking and record-keeping; applications to clinical research; and emergency procedures."
51.0916,Radiation Protection/Health Physics Technician,6,51,"A program that prepares individuals, under the supervision of health physicists, occupational safety and health specialists, and public health officials, to monitor and control radiation exposure and implement preventive measures in health care, work, and natural environments.  Includes instruction in radiation physics, environmental radioactivity, radiological instrumentation, electronics of radiation detection equipment, radioactive waste management and control, safety and handling procedures, decontamination procedures, radioactivity testing and analysis, and communications skills."
51.0917,Polysomnography,6,51,"A program that prepares individuals to work under the supervision of a physician to provide comprehensive evaluation and treatment of sleep disorders. Includes instruction in human anatomy and physiology, polysomnographic technology, polysomnography scoring, neuroanatomy and neurophysiology of sleep, sleep disorders, and medical terminology."
51.0918,Hearing Instrument Specialist,6,51,"A program that prepares individuals to test the hearing of, and to select, fit and dispense appropriate hearing aids for, patients. Includes instruction in acoustics, anatomy and physiology of the ear, hearing testing, hearing aid fitting and technology, health promotion and rehabilitation, counseling and communication, business management, and professional ethics."
51.0919,Mammography Technician/Technology,6,51,"A program that prepares registered radiographers to become registered mammographers. Includes instruction in anatomy and physiology, mammography instrumentation, mammography positioning, principles and procedures of mammography, and quality assurance."
51.0920,Magnetic Resonance Imaging (MRI) Technology/Technician,6,51,"A program that prepares individuals who are AART-certified radiological technicians to utilize MRI technology to obtain still and moving images of various vascular structures in the human body that aid the physician in the diagnosis or treatment of disease and injury. Includes instruction in MRI imaging, sectional anatomy and pathology, MRI technology, MRI techniques and procedures, MRI physics, and clinical training."
51.0999,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other",6,51,"Any instructional program in allied health diagnostic, intervention, and treatment professions not listed above."
51.1001,Blood Bank Technology Specialist,6,51,"A program that prepares individuals to perform routine and specialized blood testing procedures, collect and process blood donations, and support physicians and other clinicians administering transfusion therapy.  Includes instruction in basic cellular biology, immunohematology, blood bank procedures, blood typing, antigen and antibody identification tests, hemolytic and transfusion responses and diseases, donor selection, blood drawing and storage, blood separation, viral marker testing, laboratory and personnel supervision, safety and sterilization, and applicable laws and regulations."
51.1002,Cytotechnology/Cytotechnologist,6,51,"A program that prepares individuals to work with pathologists to detect changes in body cells that may indicate, and permit diagnosis of, the early development of cancers and other diseases.  Includes instruction in biochemistry, microbiology, applied mathematics, microscopy, slide preparation, identification of cellular structures and abnormalities, and laboratory procedures and safety."
51.1003,Hematology Technology/Technician,6,51,"A program that prepares individuals, under the supervision of clinical laboratory scientists and health care professionals, to perform tests and analyses of blood samples.  Includes instruction in clinical laboratory procedures; blood anatomy and physiology; cellular and molecular biology; blood pathology and disease indicators; quantitative, qualitative, and coagulation testing methodologies; equipment operation and maintenance; and record-keeping."
51.1004,Clinical/Medical Laboratory Technician,6,51,"A program that prepares individuals, under the supervision of clinical laboratory scientists/medical technologists, to perform routine medical laboratory procedures and tests and to apply preset strategies to record and analyze data.  Includes instruction in general laboratory procedures and skills; laboratory mathematics; medical computer applications; interpersonal and communications skills; and the basic principles of hematology, medical microbiology, immunohematology, immunology, clinical chemistry, and urinalysis."
51.1005,Clinical Laboratory Science/Medical Technology/Technologist,6,51,"A program that prepares individuals to conduct and supervise complex medical tests, clinical trials, and research experiments; manage clinical laboratories; and consult with physicians and clinical researchers on diagnoses, disease causation and spread, and research outcomes. Includes instruction in the theory and practice of hematology, clinical chemistry, microbiology, immunology, immunohematology, physiological relationships to test results, laboratory procedures and quality assurance controls, test and research design and implementation, analytic techniques, laboratory management, data development and reporting, medical informatics, and professional standards and regulations."
51.1006,Ophthalmic Laboratory Technology/Technician,6,51,"A program that prepares individuals, under the supervision of ophthalmologists and optometrists, to cut, grind, edge, and finish corrective lenses and to fabricate eyewear.  Includes instruction in optical theory, applied mathematics, lens surfacing and finishing, tinting and coating, impact resistance treatment and testing, frame construction and repair, prescription interpretation, equipment operation and maintenance, follow-up adjustment, record-keeping, and laboratory safety procedures."
51.1007,Histologic Technology/Histotechnologist,6,51,"A program that prepares individuals, at the request of physicians, researchers, and laboratory scientists, to identify tissue structures and cell components and relate these findings to physiological functions and to the detection and diagnosis of diseases and other abnormalities.  Includes instruction in medical chemistry, histochemistry, biochemistry, anatomy, physiology, medical informatics, applied mathematics, electron microscopy, instrumentation, quality control procedures, data recording and analysis, laboratory administration, medical terminology, and professional standards and ethics."
51.1008,Histologic Technician,6,51,"A program that prepares individuals, under the supervision of histotechnologists and other clinical laboratory scientists, to prepare and process tissue samples and perform routine histologic procedures and tests.  Includes instruction in fixation, dehydration, embedding, sectioning, decalcification, microincineration, mounting, routine and special steaming, laboratory mathematics, laboratory procedures and safety, instrumentation and microscopy, computer applications, preparation of museum specimens, and recording and administrative procedures."
51.1009,Phlebotomy Technician/Phlebotomist,6,51,"A program that prepares individuals, under the supervision of physicians and other health care professionals, to draw blood samples from patients using a variety of intrusive procedures.  Includes instruction in basic vascular anatomy and physiology, blood physiology, skin puncture techniques, venipuncture, venous specimen collection and handling, safety and sanitation procedures, and applicable standards and regulations."
51.1010,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist,6,51,"A program that prepares individuals to perform analyses of the human genome and chromosomes for the research and diagnosis of genetic diseases and defects, in preparation for organ transplants, and in support of treatments for cancers and leukemias.  Includes instruction in chromosome analysis, fluorescent in situ hybridization (FISH), molecular genetic techniques, cytotechnology, and photomicrography."
51.1011,Renal/Dialysis Technologist/Technician,6,51,"A program that prepares individuals to administer hemodialysis treatments to patients with renal failure under the supervision of a nurse or physician.  Includes instruction in basic anatomy and physiology, dialysis prescription interpretation, dialysite preparation, extracorporeal circuit and dialyzer set-up and maintenance, equipment monitoring, patient preparation, taking vital signs, documentation and communication, venipuncture and local anesthesia administration, emergency intervention, safety and sanitation, and professional standards and ethics."
51.1012,Sterile Processing Technology/Technician,6,51,"A program that prepares individuals to clean, sterilize, and assemble surgical instruments, equipment, and supplies for use in operating rooms and other medical and surgical facilities. Includes instruction in sterilization; infection control; decontamination; and surgical instrumentation processing, distribution, and record-keeping."
51.1099,"Clinical/Medical Laboratory Science and Allied Professions, Other",6,51,Any instructional program in clinical/medical laboratory science and allied professions not listed above.
51.1101,Pre-Dentistry Studies,6,51,A program that prepares individuals for admission to a professional program in dentistry.
51.1102,Pre-Medicine/Pre-Medical Studies,6,51,"A program that prepares individuals for admission to a professional program in medicine, osteopathic medicine, or podiatric medicine."
51.1103,Pre-Pharmacy Studies,6,51,A program that prepares individuals for admission to a professional program in pharmacy.
51.1104,Pre-Veterinary Studies,6,51,A program that prepares individuals for admission to a professional program in veterinary medicine.
51.1105,Pre-Nursing Studies,6,51,A program that prepares individuals for admission to a professional program in Nursing.
51.1106,Pre-Chiropractic Studies,6,51,A program that prepares individuals for admission to a professional program in chiropractic medicine.
51.1107,Pre-Occupational Therapy Studies,6,51,A program that prepares individuals for admission to a professional program in occupational therapy.
51.1108,Pre-Optometry Studies,6,51,A program that prepares individuals for admission to a professional program in optometry.
51.1109,Pre-Physical Therapy Studies,6,51,A program that prepares individuals for admission to a professional program in physical therapy.
51.1199,"Health/Medical Preparatory Programs, Other",6,51,Any instructional program in health and medical professional preparation not listed above.
51.1201,Medicine,6,51,"A program that prepares individuals for the independent professional practice of medicine, involving the prevention, diagnosis, and treatment of illnesses, injuries, and other disorders of the human body.  Includes instruction in the basic medical sciences, clinical medicine, examination and diagnosis, patient communications, medical ethics and law, professional standards, and rotations in specialties such as internal medicine, surgery, pediatrics, obstetrics and gynecology, orthopedics, neurology, ophthalmology, radiology, clinical pathology, anesthesiology, family medicine, and psychiatry."
51.1401,Medical Scientist,6,51,"An undifferentiated clinical science program that prepares clinicians to conduct clinical and translational research in various areas. Note: programs that prepare clinicians to conduct research in specific scientific fields should report under the relevant CIP code series (e.g., Series 26 Biological and Biomedical Sciences)."
51.1501,Substance Abuse/Addiction Counseling,6,51,"A program that prepares individuals to help prevent substance abuse, counsel individuals and families with drug and alcohol problems, and perform intervention and therapeutic services for persons suffering from addiction.  Includes instruction in individual and group counseling skills, psychology of addiction, sociology, crisis intervention, substance abuse identification methodologies, substance abuse treatment modalities, substance abuse prevention and treatment resources, pharmacology and behavioral aspects of abused substances, treatment evaluation, patient observation and education, group dynamics, professional standards and ethics, and applicable law and regulations."
51.1502,Psychiatric/Mental Health Services Technician,6,51,"A program that prepares individuals, under the supervision of psychiatrists, psychologists, nurses, and other mental health care professionals, to provide direct patient care services, assist in developing and implementing treatment plans, administer medications, and perform related administrative functions.  Includes instruction in mental health theory, applied psychopathology, patient communication and management, crisis intervention, psychotropic medication, mental health treatment procedures, substance abuse, record-keeping, clinical administrative skills, and applicable standards and regulations."
51.1503,Clinical/Medical Social Work,6,51,"A program that prepares individuals for the specialized professional practice of social work, in collaboration with other health care professionals, in hospitals and other health care facilities and organizations.  Includes instruction in social work, psychiatric case work, clinical interviewing techniques, therapeutic intervention strategies, patient testing and evaluation, patient and family counseling, social rehabilitation, patient care planning, record-keeping, and support services liaison."
51.1504,Community Health Services/Liaison/Counseling,6,51,"A program that prepares individuals to serve as facilitators, advocates, and referral professionals linking health care and related social services with affected recipient communities.  Includes instruction in public and community health, human and social services, health services administration, group counseling, health education, group advocacy, cross-cultural and multilingual communication, and applicable laws and policies."
51.1505,Marriage and Family Therapy/Counseling,6,51,"A program that prepares individuals for the independent professional practice of marriage and family therapy, involving the diagnosis of cognitive, affective, and behavioral domain disorders, both mental and emotional, within the context of marriage and family systems and the application of short- and long-term therapeutic strategies in family group contexts.  Includes instruction in psychotherapy, family systems and studies, small group intervention and therapy, marital problems, depression, identification of psychopathologies and behavioral disorders, holistic health care, practice management, applicable regulations, and professional standards and ethics."
51.1506,Clinical Pastoral Counseling/Patient Counseling,6,51,"A program that prepares individuals, including but not limited to, ordained clergy and other counseling professionals to respond to the emotional and/or spiritual needs of patients and families in health care emergencies and other situations, and to consult with and counsel other health care professionals. Includes instruction in advanced interpersonal communication; individual and small group counseling; interdisciplinary teamwork; crisis management; extended care relationships; self-analysis; medical ethics; pastoral care art; spiritual dimensions of human growth and health; counseling psychology and therapy; and applications to grief, death, emotional collapse, injury, individual/family adjustment, and chronic illness situations."
51.1507,Psychoanalysis and Psychotherapy,6,51,"A program that prepares individuals to practice the provision of psychoanalytic counseling to individuals and groups based on the psychodynamic principles evolved from authorities such as Freud, Adler, and Jung.  Includes instruction in self-analysis, personality theory, dream analysis, free association and transference theory and techniques, psychodynamic theory, developmental processes, applications to specific clinical conditions, practice management, and professional standards and ethics."
51.1508,Mental Health Counseling/Counselor,6,51,"A program that prepares individuals to provide evaluations, referrals, and short-term counseling services to help people prevent or remediate personal problems, conflicts, and emotional crises.  Includes instruction in human development, psychopathology, individual and group counseling, personality theory, career assessment, patient screening and referral, observation and testing techniques, interviewing skills, professional standards and ethics, and applicable laws and regulations."
51.1509,Genetic Counseling/Counselor,6,51,"A program that prepares individuals to counsel patients and families concerning inherited genetic disorders and diseases; assess risk factors and planning options associated with potential and actual inherited conditions; and serve as patient advocates and provide referral services in relation to private and public support services.  Includes instruction in clinical/medical genetics, methods of genetic testing, interviewing and counseling skills, genetic and support services delivery, principles of public health, medical ethics, law and regulations, patient advocacy, and professional standards."
51.1599,"Mental and Social Health Services and Allied Professions, Other",6,51,Any instructional program in mental and social health services and allied professions not listed above.
51.1601,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)",6,51,Moved from 51.1601 to 51.3801
51.1602,"Nursing Administration (MSN, MS, PhD)",6,51,Moved from 51.1602 to 51.3802
51.1603,Adult Health Nurse/Nursing,6,51,Moved from 51.1603 to 51.3803
51.1604,Nurse Anesthetist,6,51,Moved from 51.1604 to 51.3804
51.1605,Family Practice Nurse/Nurse Practitioner,6,51,Moved from 51.1605 to 51.3805
51.1606,Maternal/Child Health and Neonatal Nurse/Nursing,6,51,Moved from 51.1606 to 51.3806
51.1607,Nurse Midwife/Nursing Midwifery,6,51,Moved from 51.1607 to 51.3807
51.1608,"Nursing Science (MS, PhD)",6,51,Moved from 51.1608 to 51.3808
51.1609,Pediatric Nurse/Nursing,6,51,Moved from 51.1609 to 51.3809
51.1610,Psychiatric/Mental Health Nurse/Nursing,6,51,Moved from 51.1610 to 51.3810
51.1611,Public Health/Community Nurse/Nursing,6,51,Moved from 51.1611 to 51.3811
51.1612,Perioperative/Operating Room and Surgical Nurse/Nursing,6,51,Moved from 51.1612 to 51.3812
51.1613,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl, AAS)",6,51,Moved from 51.1613 to 51.3901
51.1614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,6,51,Moved from 51.1614 to 51.3902
51.1616,Clinical Nurse Specialist,6,51,Moved from 51.1616 to 51.3813
51.1617,Critical Care Nursing,6,51,Moved from 51.1617 to 51.3814
51.1618,Occupational and Environmental Health Nursing,6,51,Moved from 51.1618 to 51.3815
51.1701,Optometry,6,51,"A program that prepares individuals for the independent professional practice of optometry and that focuses on the principles and techniques for examining, diagnosing and treating conditions of the visual system. Includes instruction in prescribing glasses and contact lenses, other optical aids, corrective therapies, patient counseling, physician referral, practice management, and ethics and professional standards."
51.1801,Opticianry/Ophthalmic Dispensing Optician,6,51,"A program that prepares individuals to adapt and fit corrective eyewear, including eyeglasses and contact lenses, as prescribed by ophthalmologists or optometrists; to assist patients in selecting appropriate frames; and to prepare work orders for ophthalmic laboratory technicians.  Includes instruction in geometrical optics, ophthalmic optics, anatomy of the eye, optical instrumentation, use and maintenance of adjustment and cleaning tools, prescription interpretation, contact lens adaptation and fitting, prosthesis fitting, facial and eye measuring, pathology identification, record-keeping, and patient and business administrative tasks."
51.1802,Optometric Technician/Assistant,6,51,"A program that prepares individuals to assist optometrists in providing patient care, administering examinations and treatments, and performing office administrative functions.  Includes instruction in applied anatomy and physiology of the eye, visual testing, patient communication, patient preparation, medications and administration, dispensing and fitting of eyeglasses and contact lenses, record-keeping, and office management skills."
51.1803,Ophthalmic Technician/Technologist,6,51,"A program that prepares individuals to assist ophthalmologists and optometrists in examining and treating patients with vision problems, vision disorders, and eye diseases.  Includes instruction in taking patient histories, administering directed treatments and topical medications, diagnostic test procedures and equipment operation, anatomical and functional ocular measurements, patient care and instruction, ophthalmic and surgical equipment maintenance, safety and sterilization procedures, and office administrative procedures."
51.1804,Orthoptics/Orthoptist,6,51,"A program that prepares individuals, under the supervision of ophthalmologists, to analyze, evaluate, and treat specific disorders of vision, eye movement, and eye alignment in children and adults.  Includes instruction in eye anatomy, neuroanatomy, physiology, pharmacology, ophthalmic optics, diagnostic testing and measurement, orthoptic treatment therapy, systemic ocular diseases and disorders, principles of surgery, examination techniques, patient education, child psychology and development, learning disabilities, medical writing, and record-keeping."
51.1899,"Ophthalmic and Optometric Support Services and Allied Professions, Other",6,51,Any instructional program in ophthalmic and optometric support services and allied professions not listed above.
51.1901,Osteopathic Medicine/Osteopathy,6,51,"A program that prepares individuals for the independent professional practice of osteopathic medicine, involving a combination of medical principles and procedures and osteopathic principles of holistic medicine and the relationship of the musculoskeletal system to general health.  Includes instruction in the basic medical sciences, preventive medicine, family and community medicine, medical informatics, disease systems, organ and physiologic systems, osteopathic principles and practice, osteopathic manipulative treatment, musculoskeletal and skin systems, clinical specialty rotations, medical ethics, and professional standards and practice management."
51.2001,Pharmacy,6,51,"A program that prepares individuals for the independent or employed practice of preparing and dispensing drugs and medications in consultation with prescribing physicians and other health care professionals, and for managing pharmacy practices and counseling patients.   Includes instruction in mathematics, physics, chemistry, biochemistry, anatomy, physiology, pharmacology, pharmaceutical chemistry, pharmacognosy, pharmacy practice, pharmacy administration, applicable regulations, and professional standards and ethics."
51.2002,Pharmacy Administration and Pharmacy Policy and Regulatory Affairs,6,51,"A program that prepares individuals to apply managerial, social, and economic sciences to the study and management of the distribution and use of pharmaceutical products and the provision of pharmacy services.  Includes instruction in research design and methods, statistics, social and organizational behavior, pharmacoeconomics, management of pharmacy services, outcomes research, product planning and reimbursement, cost-benefit analysis, drug marketing, pharmacy and pharmaceutics law and regulation, risk assessment, and organization of the health care system."
51.2003,Pharmaceutics and Drug Design,6,51,"A program that focuses on the scientific study of the formulation of medicinal substances into product vehicles capable of being stored, transported, and then introduced into the patient and behaving in ways optimal to therapeutic interaction.  Includes instruction in statistics, biopharmaceutics, drug metabolism, pharmacokinetics, pharmacodynamics, physical pharmacy, pharmacological analysis, drug design and development, pharmacological biotechnology, chemical separations, spectroscopy, drug-host interactions, immunology, quantitative drug measurement, enzymatic transformations, and metabolic excretion."
51.2004,Medicinal and Pharmaceutical Chemistry,6,51,"A program that focuses on the application of chemistry to the study of biologically and clinically active substances, biological and pharmacological interactions, and the development of associated research methods, techniques, and clinical trial procedures.  Includes instruction in organic chemistry, biochemistry, molecular graphics, rational drug design, toxicology, molecular biology, pharmacology, enzyme mechanisms, receptor theory, neurochemistry, drug metabolism, drug synthesis, biological mechanisms of drug action, research tools and techniques, and laboratory safety."
51.2005,Natural Products Chemistry and Pharmacognosy,6,51,"A program that focuses on the scientific study of biologically active compounds found in naturally occurring sources such as plants, animals, and microbes and their use and/or modification as medicinal substances.  Includes instruction in medicinal chemistry, organic medicinals, pharmacological therapeutics, pharmacokinetics, molecular biology, structural chemistry, enzymes, nucleic acids, economic botany, ethnobotany, bioprospecting, bioassay, compound identification and isolation, mass spectrometry, and analytical instrumentation and techniques."
51.2006,Clinical and Industrial Drug Development,6,51,"A program that focuses on the scientific application of pharmacology, pharmaceutics, and industrial management to the development, production, marketing, and distribution of pharmaceutical products.  Includes instruction in industrial microbiology, plasmids, expression vectors, protein chemistry, assay and evaluation, drug synthesis and purification, quality control, industrial management, production security, patent procedures, intellectual property regulations and issues, patent enforcement and defense, and research design and testing."
